wallet,total_transactions,total_volume_eth,active_days,unique_contracts,avg_transaction_amount_eth,median_transaction_amount_eth,p90_transaction_amount_eth,large_tx_ratio,micro_tx_ratio,zero_value_tx_ratio,night_ratio,early_morning_ratio,daytime_ratio,weekend_ratio,pct_hour_0,pct_hour_1,pct_hour_2,pct_hour_3,pct_hour_4,pct_hour_5,pct_hour_6,pct_hour_7,pct_hour_8,pct_hour_9,pct_hour_10,pct_hour_11,pct_hour_12,pct_hour_13,pct_hour_14,pct_hour_15,pct_hour_16,pct_hour_17,pct_hour_18,pct_hour_19,pct_hour_20,pct_hour_21,pct_hour_22,pct_hour_23,dst_mode_hour,non_dst_mode_hour,tx_hour_variance,avg_tx_hour_period1,avg_tx_hour_period2,avg_tx_hour_period3,avg_tx_hour_period4,avg_tx_hour_period5,avg_tx_hour_period6,avg_gas_price,median_gas_price,p90_gas_price,gas_price_stddev,avg_tx_fee_eth,avg_tx_per_day,days_since_last_tx,wallet_life_days,wallet_age_days,unique_contracts_ratio,usdt_count,usdc_count,dai_count,stablecoin_diversity,usdt_vs_usdc_ratio,dex_count,lending_count,nft_count,bridge_count,dex_ratio,top1_token,top1_token_count,top2_token,top2_token_count,top3_token,top3_token_count,top4_token,top4_token_count,top5_token,top5_token_count,top6_token,top6_token_count,top7_token,top7_token_count,top8_token,top8_token_count,top9_token,top9_token_count,top10_token,top10_token_count,top1_namespace,top1_namespace_count,top2_namespace,top2_namespace_count,top3_namespace,top3_namespace_count,top4_namespace,top4_namespace_count,top5_namespace,top5_namespace_count,top6_namespace,top6_namespace_count,top7_namespace,top7_namespace_count,top8_namespace,top8_namespace_count,top9_namespace,top9_namespace_count,top10_namespace,top10_namespace_count,top1_cex,top1_cex_region,top1_cex_count,top2_cex,top2_cex_region,top2_cex_count,top3_cex,top3_cex_region,top3_cex_count,top4_cex,top4_cex_region,top4_cex_count,top5_cex,top5_cex_region,top5_cex_count,cex_interaction_type,data_quality,domain_name
0xf0fbd551a4ddcd7be9553ceb37a373eb38812d3f,50.0,0.026333486,20.0,5.0,0.00052667,0.0,0.0,0.0,0.98,0.92,0.28,0.16,0.64,0.3,,,0.08,0.08,0.1,0.02,0.04,0.04,0.04,0.18,0.14,0.04,0.06,0.1,,0.08,,,,,,,,,9.0,,3.933581221290568,8.419999999999998,,8.419999999999998,,,8.419999999999998,1230976299.6399996,896229137.0,1861239341.0,1421879511.8180604,5.708024493346738e-05,2.5,335.0,22.0,357.0,0.1,45.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,45,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xc3a34280d52e53d5b26893efaf5e61e268c0539b,50.0,7.91049415,12.0,13.0,0.158209883,0.0,0.00029415,0.02,0.94,0.88,0.2,0.2,0.4,0.38,0.02,0.02,0.16,,,,0.02,,,,0.02,,0.04,0.02,,,0.04,,0.06,0.08,0.14,0.04,0.16,0.18,,,8.036676132911301,14.535714285714285,17.72727272727273,13.61904761904762,17.892857142857146,15.94,,318619079.16,163924528.0,828020955.0,492268548.7425306,3.092391650430308e-05,4.166666666666667,63.0,161.0,224.0,0.26,34.0,0.0,0.0,1.0,,,,,,,USDT,34,LINK,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x5d8dc772571d4bab103098b56ec8cdc370007826,50.0,0.012087867,47.0,4.0,0.000241757,0.0,0.0,0.0,1.0,0.96,0.14,0.1,0.76,0.2,0.04,0.04,0.02,,0.02,0.02,,0.02,0.02,0.12,0.08,0.1,0.04,0.06,0.06,0.06,0.02,0.02,0.06,0.08,0.04,0.06,0.02,,,,5.911766199016731,10.757575757575758,15.294117647058824,10.8,15.411764705882351,13.73076923076923,10.750000000000002,4435085692.480001,2626463968.0,9243473471.0,5061014379.843416,0.000180219512258,1.0638297872340423,2.0,406.0,408.0,0.08,43.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,43,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xc43963a30d78d1a316edb6b7322c42fe87b44335,50.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.42,0.28,0.32,0.38,0.22,0.02,0.04,,0.08,0.06,0.06,0.06,0.04,0.02,0.02,,0.02,,0.02,0.02,,0.02,,0.04,0.12,0.06,0.02,0.06,,,8.42009258759507,9.88,9.32,10.181818181818182,9.142857142857146,8.75,11.785714285714285,256116879.74000007,92732619.0,574976029.0,472237622.769901,1.0632818150283582e-05,1.6666666666666667,118.0,314.0,432.0,0.02,44.0,0.0,0.0,1.0,,,,,,,USDT,44,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x2874886a5825b4e2f98f7902ae7a3add9c8a6c47,50.0,0.081334144,24.0,6.0,0.001626683,0.0,0.000941459,0.0,0.96,0.88,0.38,0.22,0.38,0.32,0.04,0.04,0.02,0.12,0.12,0.04,0.08,0.02,0.02,0.08,0.02,0.06,0.02,0.02,,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.1,9.0,,7.400937612966373,10.102040816326532,3.0,10.102040816326532,3.0,3.0,10.102040816326532,1900764474.16,1650713435.0,2369036320.0,1046493831.3147454,0.0001100464985975,2.083333333333333,152.0,158.0,310.0,0.12,41.0,0.0,0.0,1.0,,,,,,,USDT,41,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x2ab13bc2c9a8741267142fe06e899c0abcfb11ba,50.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12,0.0,0.72,0.2,,,,,0.06,0.06,0.04,0.1,0.1,0.08,0.14,0.04,0.06,0.04,0.06,0.04,0.06,0.06,0.04,,,,,0.02,,,4.386621590654,10.906250000000002,10.27777777777778,11.0,10.27777777777778,9.896551724137932,11.761904761904765,1427992518.2,2024728710.0,2157932790.0,846775673.0928744,8.57151850252962e-05,1.2195121951219512,7.0,267.0,274.0,0.04,48.0,0.0,0.0,1.0,,,,,,,USDT,48,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xc9e0f3122d15f106a0b57941dec4233e858acefd,50.0,21.092562003,46.0,2.0,0.42185124,0.0,0.0,0.02,0.98,0.98,0.22,0.2,0.5,0.14,0.14,0.02,0.04,,0.02,,,,,,,,0.04,0.04,0.08,0.06,0.1,0.02,0.06,0.06,0.04,0.08,0.1,0.1,,,7.929819721552724,14.44186046511628,13.714285714285715,14.44186046511628,13.714285714285715,15.466666666666669,13.857142857142856,2329773133.9800005,1018143361.0,4600007593.0,3297927288.8350005,9.594285449188096e-05,1.0869565217391304,160.0,280.0,440.0,0.04,38.0,0.0,0.0,1.0,,,,,,,USDT,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x01866bb216781bd9aba30c9b605a8470884ae4f3,50.0,0.02023387,48.0,4.0,0.000404677,0.0,0.0,0.0,0.98,0.98,0.44,0.3,0.36,0.2,0.1,0.16,0.02,0.02,0.06,0.08,0.02,0.1,0.2,,0.06,0.04,,0.04,,0.02,,,,,,,,0.08,8.0,,6.139500744177421,6.86046511627907,8.0,7.026315789473683,7.0,7.944444444444445,6.500000000000001,12130288019.04,685559440.0,24639600000.0,40351814982.307526,0.0004534440671633,1.0416666666666667,28.0,1582.0,1610.0,0.08,31.0,0.0,0.0,1.0,,,,,,,USDT,31,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Bitkub,Asia and Pacific,1,,,0,,,0,,,0,,,0,has_cex_interaction,very_high,
0x5ddbd1e7d1c4c2aaa96535bf990d4712f793fbe1,50.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.18,0.14,0.62,0.1,0.02,0.02,0.04,0.12,0.26,0.08,0.06,0.02,0.02,,,0.02,,,,,0.02,0.02,0.02,0.02,0.04,0.06,0.06,,,7.4784315718946175,10.323529411764705,4.500000000000001,10.733333333333333,5.052631578947368,6.7142857142857135,10.681818181818182,1386884196.8600006,1243637958.0,1868728320.0,562946508.9990121,5.7388418597705984e-05,1.0416666666666667,4.0,475.0,479.0,0.02,34.0,0.0,0.0,1.0,,,,,,,USDT,34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xe21ca6da0eccbf06bf011f99d78f0a5acc848623,50.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,0.04,0.7,0.12,,,0.02,0.02,0.02,0.02,0.12,0.02,0.04,0.08,0.12,0.04,0.06,0.06,0.02,0.04,0.02,0.06,0.1,0.04,0.02,0.04,,0.04,,,5.509953886988048,12.0,12.684210526315788,12.0,12.684210526315788,12.478260869565217,12.074074074074073,5764858596.68,492656602.0,13788725666.0,15450491120.722088,0.0003233482249724,1.0638297872340423,2.0,1128.0,1130.0,0.06,39.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,39,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xaaeba44ce325c2f3bfde4d9277ebac1715d4bad8,50.0,0.305794822,44.0,5.0,0.006115896,0.0,0.0,0.0,0.9,0.9,0.32,0.28,0.46,0.2,0.04,,0.04,0.2,0.04,,0.06,0.06,0.02,0.02,0.06,0.02,0.02,0.02,0.06,0.04,0.04,0.02,0.08,0.02,0.04,0.02,0.04,0.04,,,7.103347874094875,11.375000000000002,9.055555555555555,10.8,10.15,10.458333333333334,10.615384615384617,5031785769.259998,2328694782.0,9394419991.0,7806168315.864815,0.0001987247882754,1.1363636363636365,9.0,807.0,816.0,0.1,35.0,0.0,0.0,1.0,,,,,,,USDT,35,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x45d98102eaa046e5ce4eb84324978c398bd202d9,50.0,5.8428e-05,25.0,2.0,1.169e-06,0.0,0.0,0.0,1.0,0.98,0.22,0.1,0.52,0.3,,0.04,0.04,0.02,0.06,0.06,0.02,0.06,0.02,0.06,0.04,0.02,0.02,0.04,0.04,0.02,0.04,0.04,0.02,0.08,0.08,0.06,0.08,0.04,,,7.078020016002977,13.352941176470592,12.0625,13.352941176470592,12.0625,12.863636363636362,13.000000000000002,328127847.4,192061701.0,607723910.0,324089511.9402536,1.3739701815294182e-05,2.0,91.0,189.0,280.0,0.04,49.0,0.0,0.0,1.0,,,,,,,USDT,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xf5ef978886d4a4c0b0e8f63c10d82e41c37ad3f8,50.0,0.978310262,42.0,19.0,0.019566205,0.0,0.018275277,0.0,0.88,0.62,0.18,0.12,0.64,0.2,,0.02,0.02,0.08,0.02,0.04,0.04,0.12,,0.02,0.04,0.02,0.02,0.02,0.18,0.08,0.08,0.06,0.08,0.02,0.02,,,0.02,,,5.590115182632825,11.806451612903224,11.421052631578949,11.806451612903224,11.421052631578949,11.608695652173912,11.703703703703702,1891142672.06,1299322796.0,2324898549.0,1642725368.4848924,8.015811440301729e-05,1.1904761904761905,3.0,327.0,330.0,0.38,29.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,29,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x2de8083c1e017c9931abcebb7fcfc7c22b4e866f,50.0,0.000287997,38.0,2.0,5.76e-06,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.9,0.34,,,,,,,0.04,0.06,,0.12,0.22,0.26,0.2,0.04,0.02,0.02,,,,0.02,,,,,10.0,,2.1893993212192018,10.953488372093023,9.0,11.049999999999995,9.2,10.25,10.966666666666663,2302998220.76,2235142803.0,2622553458.0,245721895.10337,9.060095649770036e-05,1.3157894736842106,130.0,162.0,292.0,0.04,45.0,0.0,0.0,1.0,,,,,,,USDT,45,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x7032a7e27aeccf9264a28a3f8e0fcd9f75214324,50.0,0.061548087,36.0,10.0,0.001230962,0.0,0.0037623,0.0,0.96,0.82,0.0,0.0,0.86,0.32,,,,,,,0.02,0.02,0.08,0.04,0.1,0.04,0.06,0.04,0.06,0.06,0.1,0.08,0.06,0.1,0.04,0.04,0.04,0.02,,,4.544563920167676,15.838709677419354,12.578947368421051,15.692307692307692,13.416666666666664,13.733333333333334,15.9,1177625406.1600003,546737885.0,2406851456.0,2116344232.8698776,5.935171794943366e-05,1.3888888888888888,34.0,389.0,423.0,0.2,37.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,37,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x16834d22e1ddcbb3d5ed15694d8793a9c5faf690,50.0,0.006035841,35.0,2.0,0.000120717,0.0,0.0,0.0,1.0,0.98,0.0,0.0,0.82,0.06,,,,,,,0.02,0.12,0.06,0.08,0.16,0.12,0.04,0.08,0.06,0.08,0.02,0.08,0.02,0.02,,,0.04,,,,3.9404236796961567,12.517241379310343,11.142857142857144,12.517241379310343,11.2,11.65625,12.444444444444445,1564713971.7800002,255921155.0,1655247704.0,6796061978.683961,9.321920271911607e-05,1.4285714285714286,85.0,222.0,307.0,0.04,49.0,0.0,0.0,1.0,,,,,,,USDT,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x7c4f0df7a789373358b1eb09886df979c9695802,50.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,0.04,0.7,0.26,,0.04,,,,0.02,,,0.04,0.08,0.02,0.02,0.06,0.04,0.08,,,0.04,0.1,0.14,0.08,0.14,0.02,0.08,,19.0,5.702988833291983,16.75,15.847826086956523,14.0,15.847826086956523,15.959183673469392,14.0,260912015.42,54605162.0,423496183.0,643506231.5235026,1.0969490231998302e-05,1.4285714285714286,48.0,157.0,205.0,0.02,50.0,0.0,0.0,1.0,,,,,,,USDT,50,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xe385afa32876e0c4039f4f0697ec2b6bf3b79012,50.0,0.003,20.0,2.0,6e-05,0.0,0.0,0.0,1.0,0.98,0.0,0.0,1.0,0.02,,,,,,,,,0.06,0.04,0.08,,0.04,0.04,0.04,0.08,0.4,0.22,,,,,,,,16.0,2.8586424635994403,,14.54,,14.54,14.54,,1170838025.28,1063925400.0,1353658920.0,200436868.36692905,7.02860470427285e-05,2.5,150.0,34.0,184.0,0.04,49.0,0.0,0.0,1.0,,,,,,,USDT,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x7b060f907dbe072a81f7eefd00a20aa644e84879,50.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,0.02,0.84,0.18,,0.02,,,0.02,0.02,,0.02,,0.04,0.06,0.08,0.14,0.1,0.04,0.04,0.08,0.04,0.12,0.1,,0.04,0.02,0.02,,,4.663536365095852,13.551724137931032,14.809523809523812,13.666666666666666,14.142857142857144,14.5,13.625,3082808496.74,2133844999.0,3000732662.0,5226939421.494181,0.0001273477361918,1.0416666666666667,6.0,204.0,210.0,0.02,50.0,0.0,0.0,1.0,,,,,,,USDT,50,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x340712fb1e598a9c06b14a881f851130bcce38c4,50.0,0.040948016,49.0,4.0,0.00081896,0.0,0.0,0.0,0.98,0.98,0.04,0.02,0.92,0.16,0.02,,,,0.02,,0.02,0.02,0.1,0.08,0.08,0.04,0.12,0.14,0.06,0.08,0.04,0.06,0.06,0.04,0.02,,,,,,4.116913843139875,12.03125,12.777777777777777,11.933333333333334,12.894736842105262,12.153846153846152,12.458333333333334,1859038264.44,432125331.0,2548721253.0,6540755977.893821,7.667718436603795e-05,1.020408163265306,6.0,836.0,842.0,0.08,41.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,41,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xdd67c4036499686a030e5ea8643ddc0fed5bab33,50.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.34,0.22,0.54,0.14,,0.02,0.12,0.08,0.04,0.08,0.06,0.06,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.14,0.02,0.06,0.06,0.06,0.02,,,,15.0,,6.128721276889324,9.9,,9.9,,11.2,9.342857142857143,505785053.1,229818999.0,463142668.0,1616867744.4531076,2.089317600320118e-05,1.5151515151515151,16.0,59.0,75.0,0.02,50.0,0.0,0.0,1.0,,,,,,,USDT,50,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xd9f83690a681455b4d0e4b723265419dc4d276b1,50.0,0.040916018,14.0,5.0,0.00081832,0.0,0.0,0.0,0.98,0.92,0.1,0.06,0.9,0.3,,,0.04,0.02,0.02,0.02,,,0.24,0.06,0.02,,0.04,0.12,0.08,0.16,,0.08,0.1,,,,,,8.0,,4.48694250701126,11.632653061224492,15.0,11.27906976744186,14.285714285714285,14.30769230769231,10.783783783783784,1491461373.2200005,536337465.0,3275179906.0,1909808183.519628,7.70723497281099e-05,3.571428571428572,181.0,159.0,340.0,0.1,46.0,0.0,0.0,1.0,,,,,,,USDT,46,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x35b47bba4a40e35921617296ae4bae31c771f5f6,50.0,0.693766649,18.0,6.0,0.013875333,0.0,0.004754698,0.0,0.96,0.82,0.12,0.12,0.5,0.16,0.02,0.06,0.02,0.02,,,0.02,,,,,0.02,,,0.02,0.04,0.02,0.04,0.12,0.02,0.22,0.2,0.1,0.06,21.0,,6.630941694442958,17.1,,17.1,,2.0,17.408163265306122,2430155061.5400004,1019654785.0,5520114746.0,2328325015.441093,0.0001280782758952,2.7777777777777777,220.0,102.0,322.0,0.12,37.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,37,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x9b5a9ada3c43aaf355a2a82fc758bbe04702d3b6,50.0,1.358795452,49.0,3.0,0.027175909,0.0,0.0,0.0,0.96,0.96,0.08,0.06,0.7,0.24,0.02,0.02,,0.02,,0.02,0.04,0.02,0.06,0.06,0.04,0.1,0.06,0.02,0.1,0.1,0.02,,0.06,0.04,0.04,0.1,0.04,0.02,8.0,,5.766759072831259,13.26530612244898,18.0,13.26530612244898,18.0,14.142857142857142,13.232558139534884,1964201733.44,2000000000.0,3000000000.0,2030766183.6516333,7.961393620206766e-05,1.020408163265306,6.0,431.0,437.0,0.06,31.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,31,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xb178dce827be4bb628441ed248fa43b106e2fcb4,50.0,1.416710393,48.0,8.0,0.028334208,0.0,0.097169778,0.0,0.78,0.74,0.2,0.08,0.64,0.22,,,0.02,0.06,0.06,0.06,0.06,0.06,0.14,0.02,0.1,0.06,0.1,0.04,0.02,0.04,0.02,,0.04,0.04,0.02,0.04,,,,,5.095055626461275,9.15625,11.888888888888888,8.966666666666665,12.055555555555555,11.142857142857144,8.863636363636363,4292004849.4,1848572359.0,8000000000.0,5056407160.670747,0.0001365180241831,1.0416666666666667,24.0,683.0,707.0,0.16,30.0,0.0,0.0,1.0,,,,,,,USDT,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x780e27931138cee1d0281ddd1aa5a336af14c3af,50.0,0.003082588,50.0,2.0,6.1652e-05,0.0,0.0,0.0,1.0,0.94,0.74,0.6,0.1,0.26,0.28,,0.24,0.08,0.1,0.04,0.08,0.08,,0.06,,0.04,,,,,,,,,,,,,2.0,,3.133818170623594,3.2195121951219505,3.888888888888889,3.102564102564102,4.181818181818182,3.3125,3.352941176470588,352165631.32,190655195.0,850733661.0,442400201.4815518,1.398530495972608e-05,1.0,5.0,360.0,365.0,0.04,47.0,0.0,0.0,1.0,,,,,,,USDT,47,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xfe9d6311f711c3f7f6819498fc836b8914031bda,50.0,0.8911996,33.0,18.0,0.017823992,0.0,0.06842428,0.0,0.72,0.6,0.66,0.66,0.26,0.3,,0.34,0.28,0.04,,,,,,,0.08,0.14,,0.02,,,,,0.02,,,0.04,0.04,,1.0,,6.478378481927561,5.130434782608695,12.25,5.130434782608695,,6.571428571428571,5.361111111111112,2655280167.3,709354667.0,5000000000.0,2336045505.0185018,8.91106015046821e-05,1.5151515151515151,1.0,83.0,84.0,0.36,29.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,USDT,29,,0,,0,,0,,0,,0,,0,,0,,0,,0,yield,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,Shakepay,North America,1,,,0,,,0,,,0,,,0,has_cex_interaction,very_high,
0x879c64c99e7cb71f63aac32cc6f68e38cd62d50c,50.0,0.000458573,26.0,2.0,9.171e-06,0.0,0.0,0.0,1.0,0.98,0.06,0.04,0.74,0.36,0.04,,,,,0.02,0.02,0.04,0.02,0.04,0.06,0.08,0.02,0.18,0.08,0.06,0.02,0.08,0.04,0.04,0.02,0.12,,0.02,,13.0,5.244083157546732,21.0,13.489795918367346,21.0,13.489795918367346,13.489795918367346,21.0,165916705.80000004,59226382.0,379898623.0,234400676.9111042,8.06207562084544e-06,1.9230769230769231,19.0,169.0,188.0,0.04,49.0,0.0,0.0,1.0,,,,,,,USDT,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xd1792625ae4af826376459a4cbbbf599951f52e2,50.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.44,0.1,0.34,,,,0.44,0.4,0.06,,,,,0.04,,,,,,0.04,,0.02,,,,,,3.0,,3.3859855225892024,4.3469387755102025,18.0,4.3469387755102025,18.0,6.8,4.377777777777777,861705647.8,478597800.0,1771120805.0,903139780.2677598,3.971394982737261e-05,1.162790697674419,186.0,198.0,384.0,0.02,38.0,0.0,0.0,1.0,,,,,,,USDT,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x1385d01a267cde64e148fd5b9ee716b3aeeec774,50.0,0.00335,21.0,4.0,6.7e-05,0.0,0.0,0.0,1.0,0.96,0.38,0.36,0.56,0.34,,0.08,0.14,0.14,,0.02,,0.06,0.08,0.02,0.18,0.12,0.08,0.02,0.02,,,0.04,,,,,,,,10.0,4.508902758059065,11.666666666666666,7.148936170212766,,7.148936170212766,7.42,,562303022.7800001,541458682.0,611621619.0,241187629.30733383,2.540493604411057e-05,2.380952380952381,76.0,76.0,152.0,0.08,47.0,0.0,0.0,1.0,,,,,,,USDT,47,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0xde9f1cb901ccb8074d90c46c7ec39ca2cd659fd5,50.0,0.41706598,50.0,4.0,0.00834132,0.0,0.0,0.0,0.96,0.94,0.38,0.2,0.48,0.36,0.08,,0.1,0.02,0.08,0.1,0.02,,,,0.1,,0.02,0.06,0.04,0.04,0.04,0.12,0.02,0.02,0.02,0.02,0.02,0.08,,,7.39346098293096,12.138888888888888,7.714285714285715,11.818181818181817,7.4,10.0,11.666666666666668,6544167481.919999,6454191140.0,11627173420.0,5511072965.102897,0.0002587523116066,1.0,52.0,449.0,501.0,0.08,36.0,0.0,0.0,1.0,,,,,,,USDT,36,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
0x8ef37193411554809636d8fb1119d412cd26f631,50.0,4.645328498,39.0,7.0,0.09290657,0.0,0.3,0.0,0.62,0.56,0.04,0.04,0.94,0.16,,,,0.04,,,,,0.02,0.06,0.04,0.1,0.1,0.04,0.14,0.06,0.1,0.08,0.12,0.04,0.04,0.02,,,,,3.9846644802803857,13.357142857142858,14.818181818181818,13.079999999999998,14.919999999999998,14.333333333333332,13.352941176470589,1561590594.4000006,1202118209.0,2685470509.0,777431880.8093307,0.0001159172021327,1.2820512820512822,2.0,229.0,231.0,0.14,28.0,0.0,0.0,1.0,,,,,,,USDT,28,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,no_cex_interaction,very_high,
